Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Purple binder service type,canonical_Zip,canonical_Site name,canonical_Program Name,canonical_Agency,canonical_Source,canonical_Eearly Head Start Fund,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Website,canonical_Program Option,canonical_Fax,canonical_Head Start Fund,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Director,canonical_Phone,canonical_Address,canonical_ECE Available Programs,canonical_CC fund,canonical_Email Address,canonical_Column,canonical_Center Director,canonical_Funded Enrollment,canonical_Column2,canonical_Number per Site EHS,canonical_Neighborhood,canonical_Progmod,canonical_IDHS Provider ID,canonical_Number per Site HS,canonical_Executive Director,canonical_Id
533,0.991977,2335,ECE Chicago Find a School scrape.csv, Boone,6710 N. Washtenaw ,60645,5342160,,,,,,West Ridge,,,,,,,,,,,,,PFA-REG TS,,,,,,,,,60645,boone,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5342160,6710 n. washtenaw,pfa-reg ts,,,,,,,,west ridge,,,,,1113
542,0.989749,2336,ECE Chicago Find a School scrape.csv, Bouchet,7355 S. Jefferey Blvd. ,60649,5350501,,,,,,South Shore,,,,,,,,,,,,,PFA-REG,,,,,,,,,60649,bouchet,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5350501,7355 s. jeffery,pfa-reg,,,,,,,,south shore,,,,,1122
356,0.99197739362716675,2337,ECE Chicago Find a School scrape.csv, Bradwell,7736 S. Burnhan ,60649,5356600,,,,,,South Shore,,,,,,,,,,,,,HS-HD,,,,,,,,,60649,bradwell,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5356600,7736 s. burnhan,hs-hd,,,,,,,,south shore,,,,,851
478,0.991977,2338,ECE Chicago Find a School scrape.csv, Brennemann,4251 N. Clarendon ,60613,5345766,,,,,,Uptown,,,,,,,,,,,,,PFA-REG,,,,,,,,,60613,brennemann,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345766,4251 n. clarendon,pfa-reg,,,,,,,,uptown,,,,,1045
439,0.991977,2339,ECE Chicago Find a School scrape.csv, Brentano,2723 N. Fairfield ,60647,5344100,,,,,,Logan Square,,,,,,,,,,,,,PFA-REG,,,,,,,,,60647,brentano,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5344100,2723 n. fairfield,pfa-reg,,,,,,,,logan square,,,,,995
1200,,2340,ECE Chicago Find a School scrape.csv, Bridge,3800 N. New England ,60634,5343718,,,,,,Dunning,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,,2341,ECE Chicago Find a School scrape.csv, Bright,10740 S. Calhoun ,60617,5356215,,,,,,South Deering,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,,2342,ECE Chicago Find a School scrape.csv, Brighton Park,3825 S. Washtenaw Ave. ,60632,5357235,,,,,,Brighton Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,0.991977,2343,ECE Chicago Find a School scrape.csv, Brown,54 N. Hermitage ,60612,5347250,,,,,,Near West Side,,,,,,,,,,,,,PFA-REG,,,,,,,,,60612,brown,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5347250,54 n. hermitage,pfa-reg,,,,,,,,near west side,,,,,1077
631,0.66220957040786743,2344,ECE Chicago Find a School scrape.csv, Brown Academy,12607 S. Union ,60628,5355385,,,,,,West Pullman,,,,,,,,,,,,,HS-HD,,,,,,,,,60628,brown academy,head start,,dfss_agencysitelies_2012.csv,ms. gale baker,3-4 hours,,no,west pullman,,,,ms. gale baker,,5355385,12607 s. union,paula cottone,yes,,,www.cps.edu,chicago public schools,,,west pullman,no,,,,1477
534,0.991977,2345,ECE Chicago Find a School scrape.csv, Brownell,6741 S. Michigan ,60637,5353030,,,,,,Greater Grand Crossing,,,,,,,,,,,,,PFA-REG,,,,,,,,,60637,brownell,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5353030,6741 s. michigan,pfa-reg,,,,,,,,greater grand crossing,,,,,1114
366,0.991977,2346,ECE Chicago Find a School scrape.csv, Brunson,932 N. Central Av ,60651,5346025,,,,,,Austin,,,,,,,,,,,,,HS-HD,,,,,,,,,60651,brunson,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5346025,932 n. central av,hs-hd,,,,,,,,austin,,,,,884
437,0.991977,2347,ECE Chicago Find a School scrape.csv, Budlong,2701 W. Foster ,60625,5342591,,,,,,Lincoln Square,,,,,,,,,,,,,PFA-REG,,,,,,,,,60625,budlong,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5342591,2701 w. foster,pfa-reg,,,,,,,,lincoln square,,,,,992
414,0.991977,2348,ECE Chicago Find a School scrape.csv, Burbank,2035 N. Mobile ,60639,5343000,,,,,,Belmont Cragin,,,,,,,,,,,,,PFA-REG,,,,,,,,,60639,burbank,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5343000,2035 n. mobile,pfa-reg,,,,,,,,belmont cragin,,,,,968
633,0.91918092966079712,2349,ECE Chicago Find a School scrape.csv, Burke,5356 S. King Dr. ,60615,5351325,,,,,,Washington Park,,,,,,,,,,,,,HS-HD,,,,,,,,,60615,"chicago public schools burke, edmond",,,dfss_agencysitelies_2012.csv,ms. kimberly ellison,,,no,washington park,,,,nicholas gaines,,5351325,5356 s. king dr,paula cottone,yes,,,www.cps.edu,chicago public schools,,,washington park,no,,,,1479
405,0.9920405546824137,2350,ECE Chicago Find a School scrape.csv, Burley,1630 W. Barry ,60657,5345475,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,,,60657,burley,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345475,1630 w. barry,pfa-reg,,,,,,,,lake view,,,,,2350
405,0.9920405546824137,2351,ECE Chicago Find a School scrape.csv, Burley,1630 W. Barry ,60657,5345475,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,,,60657,burley,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345475,1630 w. barry,pfa-reg,,,,,,,,lake view,,,,,2350
528,0.991977,2352,ECE Chicago Find a School scrape.csv, Burnside,650 E. 91st Pl. ,60619,5353300,,,,,,Chatham,,,,,,,,,,,,,PFA-REG,,,,,,,,,60619,burnside,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5353300,650 e. 91st pl.,pfa-reg,,,,,,,,chatham,,,,,1106
404,0.99207213521003723,2353,ECE Chicago Find a School scrape.csv, Burr,1621 W. Wabansia ,60622,5344090,,,,,,West Town,,,,,,,,,,,,,TB,,,,,,,,,60622,burr,prekindergarten for all,,ece chicago find a school scrape.csv,,3-4 hours,,,,,,,,,5344090,1621 w. wabansia,tb,,,,,,,,west town,,,,,2353
404,0.99207213521003723,2354,ECE Chicago Find a School scrape.csv, Burr,1621 W. Wabansia ,60622,5344090,,,,,,West Town,,,,,,,,,,,,,PFA-REG,,,,,,,,,60622,burr,prekindergarten for all,,ece chicago find a school scrape.csv,,3-4 hours,,,,,,,,,5344090,1621 w. wabansia,tb,,,,,,,,west town,,,,,2353
465,0.991977,2355,ECE Chicago Find a School scrape.csv, Burroughs,3542 S. Washtenaw Ave. ,60632,5357226,,,,,,Brighton Park,,,,,,,,,,,,,PFA-REG TS,,,,,,,,,60632,burroughs,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5357226,3542 s. washtenaw ave.,pfa-reg ts,,,,,,,,brighton park,,,,,1027
560,0.989206,2356,ECE Chicago Find a School scrape.csv, Caldwell (Blended),8546 S. Cregier ,60617,5356300,,,,,,Avalon Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60617,caldwell,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5356300,8546 s. cregier,pfa-reg,,,,,,,,avalon park,,,,,1143
444,0.98949,2357,ECE Chicago Find a School scrape.csv, Calhoun,2833 W. Adams Street ,60612,5346940,,,,,,East Garfield Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60612,calhoun north,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5346940,2833 w. adams street,pfa-reg,,,,,,,,east garfield park,,,,,1002
257,0.95550074179967248,2358,ECE Chicago Find a School scrape.csv, Cameron,1234 N. Monticello ,60651,5344290,,,,,,Humboldt Park,,,,,,,,,,,,,HS-HD,,,,,,,,,60651,cameron,head start,,dfss_agencysitelies_2012.csv,david kovach,5-6 hours,,no,humboldt park,,,,mr. stephen d harden,,5344290,1234 n. monticello,paula cottone,yes,,,www.cps.edu,chicago public schools,,,humboldt park,no,,,,1480
1203,,2359,ECE Chicago Find a School scrape.csv, Cardenas Modular,2406 S. Central Park Ave ,60623,5341475,,,,,,South Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,0.991977,2360,ECE Chicago Find a School scrape.csv, Carnegie,1414 E. 61st Pl. ,60637,5350530,,,,,,Woodlawn,,,,,,,,,,,,,PFA-REG,,,,,,,,,60637,carnegie,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5350530,1414 e. 61st pl.,pfa-reg,,,,,,,,woodlawn,,,,,941
60,0.94304542178693029,2361,ECE Chicago Find a School scrape.csv, Carole Robertson,2929 W. 19th St. ,60623,5211600,,,,,,South Lawndale,,,,,,,,,,,,,CP,,,,,,,,walkerr@crcl.net,60623,carole robertson center for learning,head start,,chapin_dfss_providers_2011_070212.csv,jolene martin,extended day,,no,ashburn,,,486936,ruby walker,,5211600,2929 w 19th st,cp,yes,09/01/15,,www.crcl.net,carole robertson center for learning,child care,,south lawndale,no,,,"5615ps(hs collaboration with childcare homes), 5615ip(ehs co",1413
60,0.90733693993609887,2362,ECE Chicago Find a School scrape.csv, Carole Robertson I/T,2929 W. 19th St. ,60623,5211600,,,,,,South Lawndale,,,,,,,,,,,,,CP,,,,,,,,walkerr@crcl.net,60623,carole robertson center for learning,head start,,chapin_dfss_providers_2011_070212.csv,jolene martin,extended day,,no,ashburn,,,486936,ruby walker,,5211600,2929 w 19th st,cp,yes,09/01/15,,www.crcl.net,carole robertson center for learning,child care,,south lawndale,no,,,"5615ps(hs collaboration with childcare homes), 5615ip(ehs co",1413
177,0.9915,2363,ECE Chicago Find a School scrape.csv, Carole Robertson Jubilee,3701 W. Ogden ,60623,5211680,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,,,60623,carole robertson jubilee,,,ece chicago find a school scrape.csv,,,,,,,,,,,5211680,3701 w. ogden,cp,,,,,,,,north lawndale,,,,,2363
177,0.9915,2364,ECE Chicago Find a School scrape.csv, Carole Robertson Jubilee I/T,3701 W. Ogden ,60623,5211680,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,,,60623,carole robertson jubilee,,,ece chicago find a school scrape.csv,,,,,,,,,,,5211680,3701 w. ogden,cp,,,,,,,,north lawndale,,,,,2363
433,0.978345,2365,ECE Chicago Find a School scrape.csv, Carroll/ Rosenwald Br,2541 W. 80th St ,60652,5359355,,,,,,Ashburn,,,,,,,,,,,,,PFA-REG,,,,,,,,,60652,carroll-rosenwald br,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5359355,2541 w. 80th st,pfa-reg,,,,,,,,ashburn,,,,,988
510,0.988293,2366,ECE Chicago Find a School scrape.csv, Carson (Dual Lang.),5516 S. Maplewood ,60629,5359222,,,,,,Gage Park,,,,,,,,,,,,,HS-HD,,,,,,,,,60629,carson,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5359222,5516 s. maplewood,hs-hd,,,,,,,,gage park,,,,,1084
515,0.989564,2367,ECE Chicago Find a School scrape.csv, Carter,5740 S. Michgan Ave. ,60637,5350860,,,,,,Washington Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60637,carter,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5350860,5740 s. michigan ave.,pfa-reg,,,,,,,,washington park,,,,,1089
463,0.991977,2368,ECE Chicago Find a School scrape.csv, Casals,3501 W. Potomac ,60651,5344444,,,,,,Humboldt Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60651,casals,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5344444,3501 w. potomac,pfa-reg,,,,,,,,humboldt park,,,,,1025
302,0.991977,2369,ECE Chicago Find a School scrape.csv, Cather,2908 W. Washington ,60612,5346780,,,,,,East Garfield Park,,,,,,,,,,,,,HS-HD,,,,,,,,,60612,cather,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5346780,2908 w. washington,hs-hd,,,,,,,,east garfield park,,,,,672
8,0.9375758171081543,2370,ECE Chicago Find a School scrape.csv, Catholic Charities-Cordi-Marian,1100 S. May St. ,60607,6663787,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,,,60607,catholic charities of the archdiocese of chicago - cordia marian,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,6663787,1100 s may st,cp,,,,,,child care,,near west side,,,,,14
8,0.88829298530306133,2371,ECE Chicago Find a School scrape.csv, Catholic Charities-Cordi-Marian I/T,1100 S. May St. ,60607,6663787,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,,,60607,catholic charities of the archdiocese of chicago - cordia marian,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,6663787,1100 s may st,cp,,,,,,child care,,near west side,,,,,14
1204,,2372,ECE Chicago Find a School scrape.csv, Catholic Charities-Grace Mission,5332 S. Western ,60609,4761900,,,,,,Gage Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.91399317979812622,2373,ECE Chicago Find a School scrape.csv, Catholic Charities-Our Lady of Lourdes,1449 S. Keeler ,60623,5213126,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,,,60623,catholic charities of the archdiocese of chicago - our lady of lourdes,child care,,cps_early_childhood_portal_scrape.csv,deborah o'brien,half day/full day,,yes,north lawndale,,,,deborah o'brien,,5213126,1449 s keeler,cp,yes,,,www.catholiccharities.net,catholic charities of the archdiocese of chicago,,,north lawndale,no,,,"2488it(child care it center), 7030ps(hs collaboration with c",32
20,0.83621082901954646,2374,ECE Chicago Find a School scrape.csv, Catholic Charities-Our Lady of Lourdes I/T,1449 S. Keeler ,60623,5213126,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,,,60623,catholic charities of the archdiocese of chicago - our lady of lourdes,child care,,cps_early_childhood_portal_scrape.csv,deborah o'brien,half day/full day,,yes,north lawndale,,,,deborah o'brien,,5213126,1449 s keeler,cp,yes,,,www.catholiccharities.net,catholic charities of the archdiocese of chicago,,,north lawndale,no,,,"2488it(child care it center), 7030ps(hs collaboration with c",32
180,0.931311,2375,ECE Chicago Find a School scrape.csv, Catholic Charities-St Mark,1041 N. Campbell ,60622,7726606,,,,,,West Town,,,,,,,,,,,,,CP,,,,,,,,,60622,catholic charities-st mark,,,ece chicago find a school scrape.csv,,,,,,,,,,,7726606,1041 n. campbell,cp,,,,,,child care,,west town,,,,,2375
1205,,2376,ECE Chicago Find a School scrape.csv, Catholic Charities-St Mel Holy Ghost,4215 W. West End ,60624,5331556,,,,,,West Garfield Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,0.97647365927696228,2377,ECE Chicago Find a School scrape.csv, Centers For New Horizons Altgeld,941 E. 132nd St ,60627,4683055,,,,,,Riverdale,,,,,,,,,,,,,CP,,,,,,,,,60627,centers for new horizons - altgeld gardens i,child care,,cps_early_childhood_portal_scrape.csv,gloria lawson,half day/full day,,yes,riverdale,,,,gloria lawson,,4683055,941 e 132nd st,cp,yes,,,www.cnh.org,centers for new horizons,child care,,riverdale,no,,,"4320it(child care it center), 7044ps(hs collaboration with c",1310
244,0.97082686920960748,2378,ECE Chicago Find a School scrape.csv, Centers For New Horizons Altgeld II,941 E. 132nd St ,60627,4683055,,,,,,Riverdale,,,,,,,,,,,,,CP,,,,,,,,,60627,centers for new horizons - altgeld gardens i,child care,,cps_early_childhood_portal_scrape.csv,gloria lawson,half day/full day,,yes,riverdale,,,,gloria lawson,,4683055,941 e 132nd st,cp,yes,,,www.cnh.org,centers for new horizons,child care,,riverdale,no,,,"4320it(child care it center), 7044ps(hs collaboration with c",1310
80,0.88249041636784875,2379,ECE Chicago Find a School scrape.csv, Centers For New Horizons E.L. Hoard ELC,3948 S. State  ,60609,5362187,,,,,,Grand Boulevard,,,,,,,,,,,,,CP,,,,,,,,ibwelc@cnh.org,60609,centers for new horizons - edison l. hoard learning center,child care,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,564193,,,5362187,3901 s state st,cp,,01/31/15,,http://www.cnh.org,,child care,,grand boulevard,,,,,1274
75,0.96456100046634674,2380,ECE Chicago Find a School scrape.csv, Centers For New Horizons Ida B. Wells ELC,3641 S. Rhodes  ,60653,3733640,,,,,,Douglas,,,,,,,,,,,,,CP,,,,,,,,,60653,centers for new horizons - ida b. wells learning center,child care,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,3733640,3601 s rhodes st,cp,,,,,,,,douglas,,,,,114
824,0.885374,2381,ECE Chicago Find a School scrape.csv, Centers For New Horizons James Pitts ELC,226 E. 43rd St  ,60653,6240061,,,,,,Grand Boulevard,,,,,,,,,,,,,CP,,,,,,,,,60653,centers for new horizons james pitts elc,,,ece chicago find a school scrape.csv,,,,,,,,,,,6240061,226 e. 43rd st,cp,,,,,,child care,,grand boulevard,,,,,2381
184,0.984061,2382,ECE Chicago Find a School scrape.csv, Centers For New Horizons Robert Taylor,5140 S. Federal  ,60609,5360510,,,,,,Washington Park,,,,,,,,,,,,,CP,,,,,,,,,60609,centers for new horizons robert taylor,,,ece chicago find a school scrape.csv,,,,,,,,,,,5360510,5140 s. federal,cp,,,,,,child care,,washington park,,,,,2382
825,0.91109,2383,ECE Chicago Find a School scrape.csv, Centers For New Horizons Stateway,3663 S. Wabash ,60609,3735673,,,,,,Douglas,,,,,,,,,,,,,CP,,,,,,,,,60609,centers for new horizons stateway,,,ece chicago find a school scrape.csv,,,,,,,,,,,3735673,3663 s. wabash,cp,,,,,,child care,,douglas,,,,,2383
107,0.97604825496673586,2384,ECE Chicago Find a School scrape.csv, Centers For New Horizons Washington Pk,6225 S. Wabash ,60637,6672065,,,,,,Washington Park,,,,,,,,,,,,,CP,,,,,,,,,60637,centers for new horizons - washington park south learning center,child care,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,6672065,6225 s wabash ave,cp,,,,,,child care,,washington park,,,,,158
187,0.86137545108795166,2385,ECE Chicago Find a School scrape.csv, Central Batist Bridgeport,3053 S. Normal ,60616,8425566,,,,,,Bridgeport,,,,,,,,,,,,,CP,,,,,,,,,60616,central batist bridgeport,community partnerships,,ece chicago find a school scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,8425566,3053 s. normal,cp,,,,,,child care,,bridgeport,,,,,2386
187,0.81913506984710693,2386,ECE Chicago Find a School scrape.csv, Central Batist Bridgeport I/T,3053 S. Normal ,60616,8425566,,,,,,Bridgeport,,,,,,,,,,,,,CP,,,,,,,,,60616,central batist bridgeport,community partnerships,,ece chicago find a school scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,8425566,3053 s. normal,cp,,,,,,child care,,bridgeport,,,,,2386
301,0.991977,2387,ECE Chicago Find a School scrape.csv, Chalmers,2745 W. Roosevelt Rd. ,60608,5341720,,,,,,North Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,,,60608,chalmers,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5341720,2745 w. roosevelt rd.,hs-hd,,,,,,,,north lawndale,,,,,667
418,0.991977,2388,ECE Chicago Find a School scrape.csv, Chappell,2135 W. Foster ,60625,5342390,,,,,,Lincoln Square,,,,,,,,,,,,,PFA-REG,,,,,,,,,60625,chappell,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5342390,2135 w. foster,pfa-reg,,,,,,,,lincoln square,,,,,972
281,0.97355244557062781,2389,ECE Chicago Find a School scrape.csv, Chase,2021 N. Point St. ,60647,5344185,,,,,,Logan Square,,,,,,,,,,,,,HS-HD,,,,,,,,,60647,chase,head start,,dfss_agencysitelies_2012.csv,ms. elizabeth gonzalez,3-4 hours,,no,logan square,,,,ms. raquel saucedo,,5344185,2021 n. point st.,paula cottone,yes,,,www.cps.edu,chicago public schools,,,logan square,no,,,,1485
491,0.988495,2390,ECE Chicago Find a School scrape.csv, Chavez (Yr Round),4747 S. Marshfield ,60609,5354600,,,,,,New City,,,,,,,,,,,,,PFA-REG,,,,,,,,,60609,chavez,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5354600,4747 s. marshfield,pfa-reg,,,,,,,,new city,,,,,1063
1206,,2391,ECE Chicago Find a School scrape.csv, Chesterfield Tom Thumb,9214 S. Cottage Grove ,60619,8473985,,,,,,Chatham,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,0.991977,2392,ECE Chicago Find a School scrape.csv, Chicago Academy,3400 N. Austin ,60634,5343885,,,,,,Dunning,,,,,,,,,,,,,PFA-REG,,,,,,,,,60634,chicago academy,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5343885,3400 n. austin,pfa-reg,,,,,,,,dunning,,,,,1019
217,0.991977,2393,ECE Chicago Find a School scrape.csv, Chicago Child Care Society,5467 S. University ,60615,2562450,,,,,,Hyde Park,,,,,,,,,,,,,CP,,,,,,,,,60615,chicago child care society,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,2562450,5467 s. university,cp,,,,,,,,hyde park,,,,,404
37,0.93433811267217004,2394,ECE Chicago Find a School scrape.csv, Chicago Commons Guadalupano,1814 S. Paulina ,60608,6663883,,,,,,Lower West Side,,,,,,,,,,,,,CP,,,,,,,,,60608,chicago commons association - guadalupano family center,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,migdalia young,half day/full day,,yes,lower west side,,,,esmeralda arroyo,,6663883,1814 s paulina,dan valliere,yes,,,www.chicagocommons.org,chicago commons association,child care,,lower west side,no,,,"2613it(child care it center), 3403ps(hs collaboration with c",53
189,0.947051,2395,ECE Chicago Find a School scrape.csv, Chicago Commons NEW CITY,4600 S. McDowell ,60609,3761657,,,,,,New City,,,,,,,,,,,,,CP,,,,,,,,,60609,chicago commons new city,,,ece chicago find a school scrape.csv,,,,,,,,,,,3761657,4600 s. mcdowell,cp,,,,,,child care,,new city,,,,,2395
1207,,2396,ECE Chicago Find a School scrape.csv, Chicago Commons NIA,744 N. Monticelo ,60624,8263770,,,,,,Humboldt Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.95343104998270667,2397,ECE Chicago Find a School scrape.csv, Chicago Commons PauloFreire,1653 W. 43rd St ,60609,8266260,,,,,,New City,,,,,,,,,,,,,CP,,,,,,,,,60609,chicago commons association paulo freire,community partnerships,,dfss_agencysitelies_2012.csv,jenny seacat,"8-11 hours, varies by facility",,yes,new city,,,,nilda vargas,,8266260,1653 w. 43rd st,dan valliere,yes,,,www.chicagocommons.org,chicago commons association,,,new city,no,,,"2626it(child care it center), 3402ps(hs collaboration with c",256
24,0.94313057925966048,2398,ECE Chicago Find a School scrape.csv, Chicago Commons Taylor Center,1633 N. Hamlin  ,60647,2278551,,,,,,Humboldt Park,,,,,,,,,,,,,CP,,,,,,,,powellv@chicagocommons.org,60647,chicago commons association - taylor center for new experiences,head start,,cps_early_childhood_portal_scrape.csv,nilda vargas,extended day,,yes,humboldt park,,,283654,vanessa powell,,2278551,1633 n hamlin,dan valliere,yes,08/31/14,,www.chicagocommons.org,chicago commons association,child care,,humboldt park,no,,,"2629it(child care it center), 3401ps(hs collaboration with c",40
158,0.987031,2399,ECE Chicago Find a School scrape.csv, Chicago International Charter-Basil Campus,1824 W. Garfield Blvd. ,60609,8630652,,,,,,New City,,,,,,,,,,,,,CP,,,,,,,,,60609,chicago international charter basil campus,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,8630652,1816 w. garfield blvd.,cp,,,,,,,,new city,,,,,267
